제목,기관명,채용분야,고용형태,학력정보,채용구분,근무지,채용인원,공고기간
한전KDN(주) 보안관제 프로젝트 계약근로자 모집(태안),한전KDN,정보통신,비정규직,학력무관,신입+경력,충남,1,22.12.06 ~ 22.12.20
"2022년 12월 KAIST 기간제 근로자(연수연구원, 위촉연구원) 모집 공고",한국과학기술원,"보건.의료,사회복지.종교,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전",비정규직,"석사,박사",신입+경력,대전,36,22.12.06 ~ 22.12.21
한국방송통신전파진흥원 신입 및 경력 직원 채용 공고,한국방송통신전파진흥원,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,문화.예술.디자인.방송,기계,전기.전자,정보통신","정규직,무기계약직,비정규직",학력무관,신입+경력,"서울,인천,대전,대구,부산,광주,경기,강원,충북,경북,경남,전남,전북,제주",15,22.12.06 ~ 22.12.20
과학기술정책연구원 4차 행정직(정규직) 채용,과학기술정책연구원,"경영.회계.사무,정보통신",정규직,"고졸,대졸(2~3년),대졸(4년),석사,박사",신입+경력,세종,4,22.12.06 ~ 22.12.22
한전KDN(주) 부산울산경남지역본부 직할 울산지사 배전분야 일용근로자 고용공고,한전KDN,"경영.회계.사무,정보통신",비정규직,학력무관,신입+경력,울산,1,22.12.05 ~ 22.12.19
2023년도 코레일유통(주) 신입 및 경력사원 채용공고,코레일유통(주),"사업관리,경영.회계.사무,영업판매,건설,정보통신",정규직,"학력무관,대졸(2~3년),대졸(4년)",신입+경력,"서울,대전,대구,부산,경기,강원,전북",28,22.12.05 ~ 22.12.19
국방과학연구소 23년 상반기 임용 공개채용,국방과학연구소,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방,경비.청소,음식서비스,건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전,연구","정규직,무기계약직,비정규직","고졸,대졸(4년),석사,박사",신입+경력,"서울,대전,경기,강원,충남,경남,세종",115,22.12.05 ~ 22.12.19
2022년 제2차 신규직원 채용(2022.12.05~2022.12.26),한국에너지기술연구원,"경영.회계.사무,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전,연구","정규직,무기계약직","학력무관,석사,박사",신입+경력,"대전,광주,울산,전북",13,22.12.05 ~ 22.12.26
"[안전보건공단] 업무직(전산원-일반경쟁, 환경미화원-보훈제한경쟁) 채용공고",한국산업안전보건공단,"경비.청소,정보통신",무기계약직,학력무관,신입,울산,2,22.12.02 ~ 22.12.12
한전KDN(주) 부산울산경남지역본부 직할 전력통신팀 정보통신설비 유지보수 일용근로자 고용공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,부산,1,22.12.02 ~ 22.12.16
한전KDN(주) 부산울산경남지역본부 직할 전력통신팀 사무보조 일용근로자 고용공고,한전KDN,"경영.회계.사무,정보통신",비정규직,학력무관,신입+경력,부산,1,22.12.02 ~ 22.12.16
한전KDN 경북사업처 AMI분야 아르바이트 모집 공고,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경북,1,22.12.02 ~ 22.12.16
2023년 1차 계약직원 공개채용,한국전자통신연구원,"전기.전자,정보통신,연구",비정규직,학력무관,신입+경력,"대전,경기",5,22.12.01 ~ 22.12.15
"[영주지사] 공무직(전기,기계,통신기사) 채용",근로복지공단,"기계,전기.전자,정보통신",무기계약직,학력무관,신입,경북,1,22.12.01 ~ 22.12.08
[본부] 교통과학장비처 전문계약직 채용 공고,도로교통공단,정보통신,비정규직,학력무관,경력,서울,1,22.12.01 ~ 22.12.13
22년도 GKL 하반기 2차 경력직 채용,그랜드코리아레저(주),"운전.운송,정보통신",무기계약직,학력무관,경력,서울,2,22.11.30 ~ 22.12.19
한전KDN(주) 부산울산경남지역본부 울산지사 AMI분야 일용근로자 고용공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,울산,1,22.11.30 ~ 22.12.14
(제2022-10차) 한국청소년상담복지개발원 직원 모집,한국청소년상담복지개발원,"사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,사회복지.종교,정보통신",비정규직,"대졸(4년),석사",신입,부산,9,22.11.30 ~ 22.12.14
제2022-6차 직원 및 청년인턴 채용 공고(채용공고 제2022-06호),국가생명윤리정책원,"사업관리,경영.회계.사무,보건.의료,정보통신,연구","정규직,비정규직,청년인턴(체험형)","학력무관,석사,박사",신입+경력,서울,12,22.11.29 ~ 22.12.14
제2023-1회 한국과학기술기획평가원 위촉연구직 공개채용,한국과학기술기획평가원,"사업관리,경영.회계.사무,교육.자연.사회과학,법률.경찰.소방.교도.국방,기계,재료,화학,섬유.의복,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"대졸(4년),석사,박사",신입+경력,"대전,충북",23,22.11.29 ~ 22.12.14
제2023-1회 한국과학기술기획평가원 정규직 공개채용,한국과학기술기획평가원,"사업관리,경영.회계.사무,교육.자연.사회과학,법률.경찰.소방.교도.국방,보건.의료,경비.청소,건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전,농림어업,연구",정규직,"학력무관,석사,박사",신입,충북,7,22.11.29 ~ 22.12.14
한국교통안전공단 정보보안처 기간제 근로자 채용공고,한국교통안전공단,"경영.회계.사무,정보통신",비정규직,학력무관,신입,경북,1,22.11.29 ~ 22.12.13
[한국수자원공사] 파주수도지사 특수직(수탁운영_지방상수도 시설운영) 채용 공고 (재공고),한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,경기,1,22.11.28 ~ 22.12.05
(22-0-20) KPS사업본부 특수사업직 5차 채용,한국항공우주연구원,"전기.전자,정보통신,연구",비정규직,"석사,박사",신입+경력,대전,2,22.11.28 ~ 22.12.12
(22-0-19) 2022년도 4분기 3차 별정직(유기계약직) 채용,한국항공우주연구원,"사업관리,경영.회계.사무,전기.전자,정보통신,연구",비정규직,"학력무관,대졸(4년),석사,박사",신입+경력,대전,2,22.11.28 ~ 22.12.12
[지스트] 2022년 제3차 직원(무기계약직) 채용 공고,광주과학기술원,"사업관리,경영.회계.사무,교육.자연.사회과학,문화.예술.디자인.방송,건설,정보통신",무기계약직,학력무관,신입,광주,8,22.11.28 ~ 22.12.13
(재)한국장기조직기증원 2022년 제6차 공개채용,재단법인 한국장기조직기증원,"사업관리,경영.회계.사무,보건.의료,정보통신","정규직,비정규직",학력무관,신입+경력,서울,5,22.11.28 ~ 22.12.12
[한국수자원공사] 청주권지사 연서물재생사업소 단기계약근로자(하수도 시설운영 보조) 채용 공고,한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,세종,2,22.11.28 ~ 22.12.05
[한국수자원공사] 강원지역협력본부 현대화사업 특수직(기술관리_건설사업) 채용 공고 (7차),한국수자원공사,"사업관리,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,강원,2,22.11.28 ~ 22.12.05
2023년도 제1회 현장 기간제 사원 공개경쟁채용 공고,코레일테크(주),"사업관리,경영.회계.사무,경비.청소,건설,전기.전자,정보통신",비정규직,"학력무관,고졸",신입+경력,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,세종",107,22.11.25 ~ 22.12.09
(재공고) 2022년 하반기 한국과학기술원 일반직 직원(변리사) 채용 공고,한국과학기술원,"사업관리,기계,재료,화학,전기.전자,정보통신",정규직,"대졸(4년),석사,박사",경력,대전,2,22.11.25 ~ 22.12.05
한전KDN(주) 원전인프라팀 기간제근로자 채용 공고(양수발전),한전KDN,정보통신,비정규직,학력무관,신입+경력,경북,2,22.11.25 ~ 22.12.09
한전KDN(주) 원전인프라팀 기간제근로자 채용 공고(사이버보안관제),한전KDN,정보통신,비정규직,학력무관,신입+경력,"대전,경북",4,22.11.25 ~ 22.12.09
울산과학기술원 인공지능대학원 초빙특훈교수 채용공고,울산과학기술원,"교육.자연.사회과학,정보통신,연구",비정규직,박사,경력,울산,1,22.11.24 ~ 22.12.08
한전KDN(주) 전북사업처 OA설비유지보수 일용근로자 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,전북,1,22.11.24 ~ 22.12.08
[한국수자원공사] 충남지역협력단 부여 Post현대화사업팀 특수직(지방상수도 시설운영) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,충남,1,22.11.24 ~ 22.12.05
2022년 한국산업기술시험원 사회형평적 인재(장애인 위촉) 채용,한국산업기술시험원,"경영.회계.사무,기계,정보통신,연구",비정규직,"학력무관,대졸(2~3년),대졸(4년)",신입,"서울,경기",7,22.11.24 ~ 22.12.09
[한국수자원공사] 제주지역협력본부 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,제주,1,22.11.24 ~ 22.12.01
2022년 제4차 건설근로자공제회 채용 공고[기간제(전산·정보 분야 전문가)],건설근로자공제회,정보통신,비정규직,학력무관,경력,서울,3,22.11.24 ~ 22.12.09
한전KDN(주) 부산울산경남지역본부 직할 배전지능화 단순정비 일용근로자 고용공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,부산,8,22.11.23 ~ 22.11.30
한국청소년활동진흥원 2022년 제3차 신규직원 채용공고(보훈),한국청소년활동진흥원,"경영.회계.사무,정보통신",무기계약직,학력무관,신입,서울,1,22.11.22 ~ 22.12.06
"코레일로지스㈜ 2022년 제5차 직원 공개채용(공개경쟁, 제한경쟁 채용)",코레일로지스(주),"사업관리,경영.회계.사무,운전.운송,정보통신","정규직,비정규직",학력무관,신입+경력,"서울,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북",559,22.11.22 ~ 22.12.06
한국장애인고용공단 정규직(교사직) 직원 공개채용,한국장애인고용공단,"교육.자연.사회과학,정보통신",정규직,학력무관,신입+경력,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종",8,22.11.22 ~ 22.12.07
2022년 한국산업기술시험원 위촉 계약직(4분기) 공개모집,한국산업기술시험원,"경영.회계.사무,보건.의료,운전.운송,경비.청소,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"학력무관,대졸(2~3년),대졸(4년),석사",신입+경력,"서울,대구,경기,강원,충남,경남,전북",75,22.11.21 ~ 22.12.06
광주전남지사 기간제계약직(육아휴직 대체인력) 채용 공고,(주)한국가스기술공사,"건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입,광주,1,22.11.22 ~ 22.12.06
2022년 제5차 한국의료기기안전정보원 직원[기간제 근로자] 채용 공고,한국의료기기안전정보원,"사업관리,경영.회계.사무,보건.의료,전기.전자,정보통신,연구",비정규직,대졸(4년),신입,서울,17,22.11.17 ~ 22.12.02
[한국수자원공사] 부산울산경남지역본부 특수직(합천현대화사업소) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,경남,1,22.11.17 ~ 22.11.28
[한국수자원공사] 충북지역협력단 진천현대화사업팀 특수직(건설사업_기술관리) 채용공고,한국수자원공사,"건설,기계,전기.전자,정보통신",비정규직,학력무관,신입+경력,충북,1,22.11.16 ~ 22.11.25
KAIST 연구원 산하 증강현실연구센터 위촉연구원 및 연수연구원(Post-Doc) 모집 공고,한국과학기술원,"사업관리,정보통신,연구",비정규직,"대졸(4년),석사,박사",신입+경력,대전,4,22.11.15 ~ 22.12.02
"[2022-05호] 노사발전재단 직원 채용 공고(정규직, 무기직)",노사발전재단,"경영.회계.사무,교육.자연.사회과학,사회복지.종교,정보통신","정규직,무기계약직","학력무관,석사",신입+경력,"서울,제주",11,22.11.15 ~ 22.11.29
한전KDN 경남사업처 '22년 동부권 저압AMI 통신망 보강공사 일용근로자 채용공고,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,8,22.11.15 ~ 22.11.29
[한국수자원공사] 전남지역협력단 보성현대화사업소 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전남,1,22.11.15 ~ 22.11.22
한전KDN(주) 인천공항 출입통제설비분야 일용근로자 모집,한전KDN,정보통신,비정규직,학력무관,경력,인천,3,22.11.14 ~ 22.11.18
한전KDN 광주전라제주지역본부 직할 계통사업부 배전사업팀 배전자동화 통신 및 단말장치 설치공사 일용근로자 채용,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,"광주,전남",1,22.11.14 ~ 22.11.28
한전KDN(주) 경북사업처 배전자동화 분야 일용근로자 모집공고,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경북,1,22.11.14 ~ 22.11.28
2022년 하반기 독립기념관 직원 채용 공고,독립기념관,"사업관리,경영.회계.사무,교육.자연.사회과학,문화.예술.디자인.방송,정보통신","정규직,비정규직",학력무관,신입+경력,"충남,전남",9,22.11.11 ~ 22.11.26
"2022년 11월 KAIST 기간제 근로자(위촉행정원, 위촉기술원, 위촉기능원) 모집 공고",한국과학기술원,"사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,운전.운송,건설,기계,정보통신,연구",비정규직,"고졸,대졸(4년)",신입+경력,"서울,대전",14,22.11.10 ~ 22.11.25
